iter	Passed	Remaining
472	686	765
473	688	763
474	689	761
475	690	759
476	691	758
477	692	756
478	693	754
479	695	753
480	696	751
481	697	749
482	698	747
483	699	746
484	701	744
485	702	742
486	703	740
487	704	738
488	705	737
489	706	735
490	707	733
491	709	732
492	710	730
493	711	728
494	712	726
495	713	725
496	714	723
497	715	721
498	716	719
499	717	717
500	718	716
501	719	714
502	720	712
503	722	710
504	723	709
505	724	707
506	725	705
507	726	704
508	728	702
509	729	700
510	730	698
511	731	696
512	732	695
513	733	693
514	734	691
515	735	690
516	736	688
517	738	686
518	739	685
519	740	683
520	741	681
521	742	680
522	744	678
523	745	677
524	746	675
525	747	673
526	748	671
527	749	669
528	750	668
529	751	666
530	752	664
531	753	663
532	754	661
533	756	659
534	757	658
535	758	656
536	759	655
537	760	653
538	762	651
539	763	650
540	764	648
541	765	646
542	766	645
543	767	643
544	768	641
545	769	640
546	771	638
547	772	636
548	773	635
549	774	633
550	775	632
551	777	630
552	778	629
553	779	627
554	780	625
555	781	624
556	782	622
557	783	620
558	785	619
559	786	617
560	787	616
561	788	614
562	789	612
563	790	611
564	792	609
565	793	608
566	794	606
567	795	605
568	797	603
569	798	602
570	799	600
571	800	599
572	801	597
573	803	596
574	804	594
575	805	592
576	806	591
577	807	589
578	808	588
579	810	586
580	811	584
581	812	583
582	813	582
583	815	580
584	816	579
585	817	577
586	818	576
587	820	574
588	821	572
589	822	571
590	823	569
591	824	568
592	825	566
593	826	565
594	827	563
595	829	561
596	830	560
597	831	558
598	832	557
599	833	555
600	834	554
601	835	552
602	837	551
603	838	549
604	839	547
605	840	546
606	841	544
607	842	543
608	843	541
609	844	540
610	845	538
611	847	537
612	848	535
613	849	534
614	850	532
615	851	531
616	853	529
617	854	527
618	855	526
619	856	524
620	857	523
621	858	521
622	859	520
623	861	518
624	862	517
625	863	515
626	864	514
627	865	512
628	866	511
629	867	509
630	869	508
631	870	506
632	871	505
633	872	503
634	874	502
635	875	500
636	876	499
637	877	497
638	878	496
639	880	495
640	881	493
641	882	491
642	883	490
643	884	488
644	885	487
645	886	485
646	888	484
647	889	483
648	890	481
649	891	480
650	892	478
651	894	477
652	895	475
653	896	474
654	897	472
655	898	471
656	899	469
657	900	468
658	902	466
659	903	465
660	904	464
661	906	462
662	907	461
663	908	459
664	909	458
665	910	456
666	911	455
667	913	453
668	914	452
669	915	450
670	916	449
671	917	447
672	918	446
673	919	444
674	920	443
675	921	441
676	923	440
677	924	439
678	925	437
679	926	435
680	927	434
681	928	432
682	929	431
683	930	429
684	931	428
685	933	427
686	934	425
687	935	424
688	936	422
689	938	421
690	939	420
691	940	418
692	942	417
693	943	415
694	944	414
695	945	412
696	946	411
697	947	410
698	948	408
699	949	407
700	951	405
701	952	404
702	953	402
703	954	401
704	956	400
705	956	398
706	958	397
707	959	395
708	960	394
709	961	392
710	963	391
711	964	390
712	965	388
713	966	387
714	967	385
715	968	384
716	969	382
717	970	381
718	972	379
719	973	378
720	974	377
721	975	375
722	976	374
723	978	372
724	979	371
725	980	370
726	981	368
727	983	367
728	984	366
729	985	364
730	987	363
731	988	361
732	989	360
733	990	359
734	992	357
735	993	356
736	994	354
737	995	353
738	997	352
739	998	350
740	999	349
741	1000	348
742	1002	346
743	1003	345
744	1004	343
745	1005	342
746	1007	341
747	1008	339
748	1009	338
749	1011	337
750	1012	335
751	1013	334
752	1015	332
753	1016	331
754	1017	330
755	1018	328
756	1020	327
757	1021	326
758	1022	324
759	1024	323
760	1025	322
761	1026	320
762	1028	319
763	1029	318
764	1030	316
765	1032	315
766	1033	313
767	1034	312
768	1035	311
769	1037	309
770	1038	308
771	1039	307
772	1041	305
773	1042	304
774	1043	303
775	1044	301
776	1046	300
777	1047	298
778	1048	297
779	1050	296
780	1051	294
781	1052	293
782	1054	292
783	1055	290
784	1057	289
785	1058	288
786	1059	286
787	1060	285
788	1062	284
789	1063	282
790	1064	281
791	1065	279
792	1067	278
793	1068	277
794	1069	275
795	1070	274
796	1071	272
797	1072	271
798	1073	270
799	1074	268
800	1076	267
801	1077	265
802	1078	264
803	1079	263
804	1080	261
805	1081	260
806	1082	258
807	1083	257
808	1085	256
809	1086	254
810	1088	253
811	1089	252
812	1090	250
813	1091	249
814	1092	248
815	1093	246
816	1094	245
817	1095	243
818	1097	242
819	1098	241
820	1099	239
821	1101	238
822	1102	237
823	1103	235
824	1104	234
825	1105	232
826	1106	231
827	1108	230
828	1109	228
829	1110	227
830	1111	226
831	1112	224
832	1113	223
833	1115	221
834	1116	220
835	1117	219
836	1118	217
837	1119	216
838	1120	214
839	1121	213
840	1122	212
841	1123	210
842	1124	209
843	1125	208
844	1126	206
845	1127	205
846	1129	203
847	1130	202
848	1131	201
849	1132	199
850	1133	198
851	1134	197
852	1135	195
853	1136	194
854	1137	192
855	1139	191
856	1140	190
857	1141	188
858	1142	187
859	1143	186
860	1144	184
861	1146	183
862	1147	182
863	1148	180
864	1149	179
865	1150	178
866	1151	176
867	1152	175
868	1153	173
869	1154	172
870	1156	171
871	1157	169
872	1158	168
873	1160	167
874	1161	165
875	1162	164
876	1163	163
877	1165	161
878	1166	160
879	1167	159
880	1168	157
881	1169	156
882	1170	155
883	1171	153
884	1173	152
885	1174	151
886	1175	149
887	1176	148
888	1177	147
889	1178	145
890	1179	144
891	1180	142
892	1182	141
893	1183	140
894	1184	138
895	1185	137
896	1186	136
897	1187	134
898	1188	133
899	1190	132
900	1191	130
901	1192	129
902	1193	128
903	1194	126
904	1195	125
905	1196	124
906	1197	122
907	1198	121
908	1200	120
909	1201	118
910	1202	117
911	1204	116
912	1205	114
913	1206	113
914	1207	112
915	1208	110
916	1209	109
917	1210	108
918	1211	106
919	1213	105
920	1214	104
921	1215	102
922	1216	101
923	1217	100
924	1218	98
925	1219	97
926	1221	96
927	1222	94
928	1223	93
929	1224	92
930	1225	90
931	1226	89
932	1227	88
933	1229	86
934	1229	85
935	1230	84
936	1232	82
937	1233	81
938	1234	80
939	1235	78
940	1236	77
941	1237	76
942	1239	74
943	1240	73
944	1241	72
945	1242	70
946	1243	69
947	1244	68
948	1245	66
949	1246	65
950	1247	64
951	1249	62
952	1250	61
953	1251	60
954	1252	59
955	1253	57
956	1254	56
957	1255	55
958	1256	53
959	1257	52
960	1259	51
961	1260	49
962	1261	48
963	1262	47
964	1263	45
965	1264	44
966	1265	43
967	1266	41
968	1267	40
969	1268	39
970	1269	37
971	1271	36
972	1272	35
973	1273	33
974	1274	32
975	1275	31
976	1276	30
977	1278	28
978	1279	27
979	1280	26
980	1281	24
981	1282	23
982	1283	22
983	1285	20
984	1286	19
985	1287	18
986	1288	16
987	1289	15
988	1290	14
989	1291	13
990	1292	11
991	1293	10
992	1294	9
993	1295	7
994	1297	6
995	1298	5
996	1299	3
997	1300	2
998	1301	1
999	1302	0
